Symbol,Month,DeliveryPct,TotalDelivQty,TotalTrdQty,Days
SAKAR,2026-03,39.92,61156,153214,2
SAKAR,2026-04,49.84,1043963,2094574,23
SAKAR,2026-05,34.78,2173556,6249712,18
SAKHTISUG,2026-03,37.85,407468,1076598,2
SAKHTISUG,2026-04,57.18,3324410,5813863,23
SAKHTISUG,2026-05,55.11,1110616,2015268,18
SAKSOFT,2026-03,60.94,700644,1149684,2
SAKSOFT,2026-04,41.17,2025772,4920277,23
SAKSOFT,2026-05,21.21,2955172,13931407,18
SAKUMA,2026-03,73.25,8643024,11798956,2
SAKUMA,2026-04,57.94,33146127,57209226,12
SALASAR,2026-03,58.09,11216368,19307706,2
SALASAR,2026-04,45.32,47995554,105915131,23
SALASAR,2026-05,48.03,28037783,58379421,18
SALONA,2026-03,58.19,490,842,2
SALONA,2026-04,63.7,14050,22055,23
SALONA,2026-05,63.64,16304,25619,18
SALSTEEL,2026-03,63.12,113078,179134,2
SALSTEEL,2026-04,56.1,4032445,7187446,23
SALZERELEC,2026-03,54.17,140566,259488,2
SALZERELEC,2026-04,41.02,582576,1420204,23
SALZERELEC,2026-05,38.07,982883,2581560,18
SAMBHAAV,2026-03,81.47,109032,133826,2
SAMBHAAV,2026-04,70.45,580576,824142,12
SAMBHAAV,2026-05,52.73,418024,792769,7
SAMBHV,2026-03,53.65,1722898,3211560,2
SAMBHV,2026-04,47.71,15628576,32759832,23
SAMBHV,2026-05,40.7,18966335,46602342,18
SAMHI,2026-03,55.91,3103104,5550666,2
SAMHI,2026-04,46.46,11023542,23727170,23
SAMHI,2026-05,47.86,9789056,20452976,18
SAMMAANCAP,2026-03,33.76,17142610,50775150,2
SAMMAANCAP,2026-04,40.95,150945529,368599093,23
SAMMAANCAP,2026-05,32.87,151290254,460324976,18
SAMPANN,2026-03,69.18,83246,120326,2
SAMPANN,2026-04,57.78,895910,1550615,23
SAMPANN,2026-05,69.68,459135,658905,18
SANATHAN,2026-03,71.34,76486,107212,2
SANATHAN,2026-04,58.63,364377,621531,23
SANATHAN,2026-05,58.07,252829,435354,18
SANDESH,2026-03,80.59,6642,8242,2
SANDESH,2026-04,55.46,15491,27930,23
SANDESH,2026-05,65.75,8293,12613,18
SANDHAR,2026-03,49.28,147892,300112,2
SANDHAR,2026-04,50.7,999589,1971579,23
SANDHAR,2026-05,17.17,3880296,22601801,18
SANDUMA,2026-03,37.54,1216996,3242084,2
SANDUMA,2026-04,38.22,14199644,37147965,23
SANDUMA,2026-05,26.89,17679600,65759685,18
SANGAMIND,2026-03,55.2,20054,36328,2
SANGAMIND,2026-04,31.9,656755,2059053,23
SANGAMIND,2026-05,50.97,240247,471380,18
SANGHIIND,2026-03,55.4,424192,765648,2
SANGHIIND,2026-04,55.95,960578,1716843,3
SANGHVIMOV,2026-03,55.86,482984,864660,2
SANGHVIMOV,2026-04,41.93,3498513,8343974,23
SANGHVIMOV,2026-05,23.7,3651812,15407279,18
SANOFI,2026-03,64.72,117382,181364,2
SANOFI,2026-04,51.1,451968,884409,23
SANOFI,2026-05,58.61,315793,538816,18
SANOFICONR,2026-03,60.16,46898,77960,2
SANOFICONR,2026-04,50.83,125642,247197,23
SANOFICONR,2026-05,52.87,66182,125190,18
SANSERA,2026-03,43.23,194090,448990,2
SANSERA,2026-04,48.81,2906894,5955282,23
SANSERA,2026-05,38.17,2649588,6941846,18
SANSTAR,2026-03,51.58,510688,990090,2
SANSTAR,2026-04,58.34,3164607,5424000,23
SANSTAR,2026-05,32.98,6814476,20665385,18
SAPPHIRE,2026-03,71.9,3997438,5559630,2
SAPPHIRE,2026-04,18.84,16961855,90039115,23
SAPPHIRE,2026-05,47.51,10298250,21673706,18
SAPPL,2026-04,83.02,8226,9908,9
SAPPL,2026-05,91.22,18486,20265,18
SARDAEN,2026-03,38.63,482442,1248756,2
SARDAEN,2026-04,30.57,7261978,23751916,23
SARDAEN,2026-05,43.96,4468351,10165287,18
SAREGAMA,2026-03,56.81,372562,655856,2
SAREGAMA,2026-04,45.09,4573622,10142892,23
SAREGAMA,2026-05,5.8,9975283,171983321,18
SARLAPOLY,2026-03,62.67,155758,248524,2
SARLAPOLY,2026-04,52.78,2353072,4457979,23
SARLAPOLY,2026-05,62.82,2157559,3434495,18
SARVESHWAR,2026-03,54.86,9406360,17145658,2
SARVESHWAR,2026-04,57.37,53529860,93305170,17
SASKEN,2026-03,30.42,18698,61460,2
SASKEN,2026-04,42.59,166588,391109,23
SASKEN,2026-05,11.48,1291178,11250620,18
SASTASUNDR,2026-03,62.2,36460,58616,2
SASTASUNDR,2026-04,63.28,187287,295966,21
SATIA,2026-03,59.03,442176,749068,2
SATIA,2026-04,52.39,2158604,4120111,23
SATIA,2026-05,52.11,1352499,2595428,18
SATIN,2026-03,55.76,410770,736716,2
SATIN,2026-04,48.84,3380274,6920585,23
SATIN,2026-05,18.73,8387881,44783467,18
SAURASHCEM,2026-03,71.48,636702,890776,2
SAURASHCEM,2026-04,60.41,2060573,3411105,23
SAURASHCEM,2026-05,55.24,988321,1789222,18
SAYAJIHOTL,2026-04,80.71,1632,2022,8
SAYAJIHOTL,2026-05,87.25,753,863,11
SBC,2026-03,54.94,10278678,18707320,2
SBC,2026-04,44.51,107417959,241331671,23
SBC,2026-05,40.78,107758164,264224741,18
SBCL,2026-03,43.93,507418,1154934,2
SBCL,2026-04,26.24,4185676,15951745,23
SBCL,2026-05,42.92,4434905,10333058,18
SBFC,2026-03,53.39,3818348,7151434,2
SBFC,2026-04,43.99,16543217,37606160,23
SBFC,2026-05,48.09,13672976,28433200,18
SBGLP,2026-03,80.57,1201384,1491088,2
SBGLP,2026-04,49.56,756859,1527050,23
SBGLP,2026-05,80.47,1377259,1711548,18
SBIBPB,2026-03,59.63,610302,1023460,2
SBIBPB,2026-04,71.53,6231960,8712133,23
SBIBPB,2026-05,69.0,3745729,5428298,18
SBICARD,2026-03,55.45,3377766,6091608,2
SBICARD,2026-04,43.08,14141451,32829001,23
SBICARD,2026-05,47.35,10987698,23203868,18
SBIETFCON,2026-03,64.45,14444,22412,2
SBIETFCON,2026-04,76.77,119572,155751,23
SBIETFCON,2026-05,72.51,68708,94753,18
SBIETFIT,2026-03,58.25,37342,64110,2
SBIETFIT,2026-04,63.98,258151,403463,23
SBIETFIT,2026-05,70.43,154959,220027,18
SBIETFPB,2026-03,62.4,32824,52600,2
SBIETFPB,2026-04,82.69,248869,300967,23
SBIETFPB,2026-05,78.73,120732,153347,18
SBIETFQLTY,2026-03,73.95,25984,35136,2
SBIETFQLTY,2026-04,89.04,134145,150663,23
SBIETFQLTY,2026-05,84.31,57243,67895,18
SBILIFE,2026-03,55.79,2537904,4549004,2
SBILIFE,2026-04,60.71,24604949,40526389,23
SBILIFE,2026-05,61.73,9950799,16120022,18
SBILIQETF,2026-03,99.56,402254,404052,2
SBILIQETF,2026-04,86.88,3654592,4206464,23
SBILIQETF,2026-05,93.88,3353333,3572003,18
SBIMIDMOM,2026-03,72.61,25326,34878,2
SBIMIDMOM,2026-04,75.34,399196,529858,23
SBIMIDMOM,2026-05,75.19,237793,316247,18
SBIN,2026-03,43.71,18742590,42876274,2
SBIN,2026-04,48.4,197022444,407107363,23
SBIN,2026-05,49.59,167050314,336846120,18
SBINEQWETF,2026-03,80.14,151080,188526,2
SBINEQWETF,2026-04,76.67,2678938,3494063,23
SBINEQWETF,2026-05,75.49,785388,1040370,18
SBINMID150,2026-04,81.02,1123780,1387015,20
SBINMID150,2026-05,81.45,689091,846063,18
SBISILVER,2026-03,34.63,1826244,5273122,2
SBISILVER,2026-04,38.98,14960273,38379123,23
SBISILVER,2026-05,40.62,13699368,33724122,18
SBISMLETF,2026-05,80.75,151139,187179,3
SBIVALETF,2026-05,57.07,405550,710586,3
SCANSTL,2026-04,63.83,257151,402846,10
SCANSTL,2026-05,65.21,794183,1217879,18
SCHAEFFLER,2026-03,63.41,117994,186072,2
SCHAEFFLER,2026-04,56.63,1688663,2981866,23
SCHAEFFLER,2026-05,57.16,768565,1344502,18
SCHAND,2026-03,66.39,124246,187148,2
SCHAND,2026-04,57.02,510691,895652,23
SCHAND,2026-05,61.51,518918,843641,18
SCHNEIDER,2026-05,50.07,891426,1780387,7
SCI,2026-03,35.36,1956322,5532484,2
SCI,2026-04,17.69,55439970,313457306,23
SCI,2026-05,25.3,58335667,230567793,18
SCILAL,2026-03,54.54,1439892,2640182,2
SCILAL,2026-04,34.65,5730167,16536563,23
SCILAL,2026-05,23.87,9251665,38764645,18
SCODATUBES,2026-03,50.08,201404,402194,2
SCODATUBES,2026-04,54.54,3519100,6452397,23
SCODATUBES,2026-05,49.66,4004495,8064610,18
SDBL,2026-03,53.24,1848550,3471800,2
SDBL,2026-04,37.69,11164064,29620803,23
SDBL,2026-05,44.31,5514098,12445410,18
SDL26BEES,2026-03,91.99,17230,18730,2
SDL26BEES,2026-04,97.94,2760266,2818308,19
SEAMECLTD,2026-03,68.78,297702,432850,2
SEAMECLTD,2026-04,46.38,600167,1294046,23
SEAMECLTD,2026-05,23.76,758312,3191538,18
SECMARK,2026-03,46.19,34120,73874,2
SECMARK,2026-04,31.81,67063,210802,12
SECMARK,2026-05,72.14,14430,20002,7
SECURKLOUD,2026-03,56.33,50134,88994,2
SECURKLOUD,2026-04,57.42,417346,726795,12
SECURKLOUD,2026-05,71.49,82138,114894,7
SEDEMAC,2026-03,60.74,54340,89464,2
SEDEMAC,2026-04,46.65,2389954,5123268,23
SEDEMAC,2026-05,49.39,2214819,4483955,18
SEIL,2026-04,58.08,1316599,2266837,10
SEIL,2026-05,53.83,5069942,9418359,18
SEJALLTD,2026-03,79.33,8742,11020,2
SEJALLTD,2026-04,54.48,317675,583086,18
SELECTIPO,2026-03,74.16,55578,74942,2
SELECTIPO,2026-04,80.39,466879,580769,23
SELECTIPO,2026-05,85.0,284838,335105,18
SELMC,2026-03,64.82,20474,31584,2
SELMC,2026-04,72.48,157568,217387,23
SELMC,2026-05,67.48,99146,146924,18
SEMAC,2026-03,85.38,1378,1614,2
SEMAC,2026-04,60.09,11684,19444,23
SEMAC,2026-05,58.33,18783,32202,10
SENCO,2026-03,45.59,704054,1544234,2
SENCO,2026-04,14.49,8240925,56883598,23
SENCO,2026-05,33.75,10281297,30462927,18
SENORES,2026-03,50.51,145848,288750,2
SENORES,2026-04,53.99,3701169,6854833,23
SENORES,2026-05,31.04,3764762,12129917,18
SENSEXADD,2026-03,56.02,25614,45720,2
SENSEXADD,2026-04,63.37,129768,204784,23
SENSEXADD,2026-05,82.18,86800,105622,18
SENSEXBETA,2026-03,58.2,16248,27916,2
SENSEXBETA,2026-04,70.73,152639,215795,23
SENSEXBETA,2026-05,69.6,87124,125175,18
SENSEXETF,2026-03,64.87,179684,276972,2
SENSEXETF,2026-04,64.4,805480,1250760,23
SENSEXETF,2026-05,68.65,451099,657074,18
SENSEXIETF,2026-03,72.66,122032,167948,2
SENSEXIETF,2026-04,67.8,522146,770166,23
SENSEXIETF,2026-05,60.55,235366,388713,18
SEPC,2026-03,38.02,30813408,81034630,2
SEPC,2026-04,35.33,245937396,696200900,23
SEPC,2026-05,35.39,87801028,248124702,18
SERVOTECH,2026-03,53.19,1178720,2215890,2
SERVOTECH,2026-04,33.76,13221501,39169013,23
SERVOTECH,2026-05,32.64,9173559,28104895,18
SESHAPAPER,2026-03,59.8,26820,44846,2
SESHAPAPER,2026-04,57.22,224408,392213,23
SESHAPAPER,2026-05,54.19,257198,474620,18
SETCO,2026-03,98.98,613084,619376,2
SETCO,2026-04,77.13,3724033,4828516,6
SETF10GILT,2026-03,91.79,62512,68100,2
SETF10GILT,2026-04,86.67,243687,281182,23
SETF10GILT,2026-05,87.65,170649,194703,18
SETFGOLD,2026-03,70.08,34565822,49326578,2
SETFGOLD,2026-04,57.31,81859005,142837018,23
SETFGOLD,2026-05,57.85,52742106,91177018,18
SETFNIF50,2026-03,66.26,5323736,8034878,2
SETFNIF50,2026-04,70.73,20668418,29221720,23
SETFNIF50,2026-05,64.78,9661229,14914407,18
SETFNIFBK,2026-03,76.37,628536,822968,2
SETFNIFBK,2026-04,61.31,1566181,2554629,23
SETFNIFBK,2026-05,76.21,1827312,2397837,18
SETFNN50,2026-03,42.01,207046,492856,2
SETFNN50,2026-04,66.49,733116,1102640,23
SETFNN50,2026-05,65.93,422550,640913,18
SETL,2026-03,54.31,2690362,4954016,2
SETL,2026-04,50.81,2452378,4826900,23
SETL,2026-05,48.01,1763613,3673124,18
SFL,2026-03,56.49,224526,397486,2
SFL,2026-04,53.93,1230802,2282017,23
SFL,2026-05,28.98,3441914,11878603,18
SGFIN,2026-03,42.68,242440,568000,2
SGFIN,2026-04,33.9,4044294,11930550,23
SGFIN,2026-05,42.14,2722399,6460718,18
SGIL,2026-03,60.71,41956,69110,2
SGIL,2026-04,58.97,139495,236537,23
SGIL,2026-05,59.63,197604,331360,18
SGL,2026-03,80.3,29742,37040,2
SGL,2026-04,53.22,500581,940514,23
SGL,2026-05,46.18,213508,462371,18
SGMART,2026-03,36.57,166968,456528,2
SGMART,2026-04,55.18,3926761,7116598,23
SGMART,2026-05,53.33,4332805,8124260,18
SHADOWFAX,2026-03,44.12,634922,1439040,2
SHADOWFAX,2026-04,48.82,23455946,48042867,23
SHADOWFAX,2026-05,39.88,32073769,80426373,18
SHAH,2026-03,55.65,1429264,2568104,2
SHAH,2026-04,68.62,34660148,50506732,23
SHAH,2026-05,42.62,26178709,61418628,18
SHAHALLOYS,2026-03,77.7,96768,124542,2
SHAHALLOYS,2026-04,73.45,163078,222040,23
SHAHALLOYS,2026-05,81.31,158638,195101,18
SHAILY,2026-03,49.88,186492,373902,2
SHAILY,2026-04,34.27,5107053,14902886,23
SHAILY,2026-05,37.99,1811708,4768676,18
SHAKTIPUMP,2026-03,46.13,1244636,2697824,2
SHAKTIPUMP,2026-04,35.08,11427021,32576931,23
SHAKTIPUMP,2026-05,35.69,7264605,20354810,18
SHALBY,2026-03,51.38,186124,362236,2
SHALBY,2026-04,47.15,1117001,2368960,23
SHALBY,2026-05,50.78,783105,1542117,18
SHALPAINTS,2026-03,66.19,457264,690846,2
SHALPAINTS,2026-04,58.3,736353,1262988,23
SHALPAINTS,2026-05,59.93,460285,768101,18
SHANTI,2026-03,59.71,182132,305004,2
SHANTI,2026-04,65.53,702855,1072600,23
SHANTI,2026-05,65.06,382143,587363,18
SHANTIGEAR,2026-03,52.86,33744,63832,2
SHANTIGEAR,2026-04,54.0,129048,238984,23
SHANTIGEAR,2026-05,44.85,147206,328210,18
SHANTIGOLD,2026-03,53.63,681806,1271352,2
SHANTIGOLD,2026-04,42.37,3192157,7533698,23
SHANTIGOLD,2026-05,38.04,9891183,26003516,18
SHARDACROP,2026-03,40.84,147416,360974,2
SHARDACROP,2026-04,34.79,2867708,8242484,23
SHARDACROP,2026-05,32.57,4978413,15284652,18
SHARDAMOTR,2026-03,68.63,222410,324052,2
SHARDAMOTR,2026-04,56.24,707416,1257895,23
SHARDAMOTR,2026-05,50.18,708274,1411441,18
SHARDUL,2026-04,88.46,15764,17821,10
SHARDUL,2026-05,61.99,84740,136689,18
SHAREINDIA,2026-03,35.4,750002,2118532,2
SHAREINDIA,2026-04,39.75,5691266,14317481,23
SHAREINDIA,2026-05,39.58,4349452,10987627,18
SHARIABEES,2026-03,49.57,8878,17910,2
SHARIABEES,2026-04,62.64,138860,221671,23
SHARIABEES,2026-05,66.18,89459,135185,18
SHBAJRG,2026-04,98.0,6038,6161,10
SHBAJRG,2026-05,84.23,20581,24435,18
SHEKHAWATI,2026-03,74.52,85870,115228,2
SHEKHAWATI,2026-04,43.43,562582,1295360,18
SHEMAROO,2026-03,94.29,307714,326352,2
SHEMAROO,2026-04,59.09,131430,222407,23
SHEMAROO,2026-05,54.66,261082,477608,18
SHILCTECH,2026-03,47.71,43816,91830,2
SHILCTECH,2026-04,41.52,397327,956909,23
SHILCTECH,2026-05,41.08,405709,987500,18
SHILPAMED,2026-03,50.21,657636,1309754,2
SHILPAMED,2026-04,44.3,4938655,11147198,23
SHILPAMED,2026-05,35.56,8577171,24120636,18
SHINDL,2026-04,30.57,458925,1501380,10
SHINDL,2026-05,12.91,351523,2723207,18
SHIVALIK,2026-03,62.0,176046,283928,2
SHIVALIK,2026-04,54.99,501882,912700,23
SHIVALIK,2026-05,54.12,393011,726226,18
SHIVAMAUTO,2026-03,69.16,288338,416944,2
SHIVAMAUTO,2026-04,68.02,1051387,1545806,21
SHIVAMILLS,2026-03,30.5,5152,16890,2
SHIVAMILLS,2026-04,57.84,120763,208784,23
SHIVAMILLS,2026-05,69.21,77804,112411,11
SHIVATEX,2026-03,66.73,4144,6210,2
SHIVATEX,2026-04,76.08,73915,97148,23
SHIVATEX,2026-05,70.03,86502,123513,18
SHIVAUM,2026-03,55.59,398,716,2
SHIVAUM,2026-04,98.53,18369,18643,3
SHIVAUM,2026-05,78.09,196,251,7
SHK,2026-03,58.54,750170,1281374,2
SHK,2026-04,51.77,4266418,8241870,23
SHK,2026-05,47.69,3532891,7408718,18
SHOPERSTOP,2026-03,44.68,42436,94974,2
SHOPERSTOP,2026-04,46.08,953773,2069851,23
SHOPERSTOP,2026-05,16.82,971756,5778186,18
SHRADHA,2026-03,77.76,106240,136632,2
SHRADHA,2026-04,68.43,277336,405277,23
SHRADHA,2026-05,69.8,82088,117612,18
SHREDIGCEM,2026-03,50.99,656694,1287870,2
SHREDIGCEM,2026-04,45.14,1813607,4017776,23
SHREDIGCEM,2026-05,50.21,949691,1891343,18
SHREECEM,2026-03,43.36,70424,162410,2
SHREECEM,2026-04,56.65,433585,765437,23
SHREECEM,2026-05,40.99,140490,342712,18
SHREEJISPG,2026-03,46.03,228870,497214,2
SHREEJISPG,2026-04,38.2,4796415,12556980,23
SHREEJISPG,2026-05,34.62,6252407,18061134,18
SHREEPUSHK,2026-03,61.99,169262,273056,2
SHREEPUSHK,2026-04,9.42,960873,10198124,23
SHREEPUSHK,2026-05,34.65,767174,2213970,18
SHREERAMA,2026-03,37.71,112360,297988,2
SHREERAMA,2026-04,46.83,1954863,4174780,23
SHREERAMA,2026-05,56.76,1533225,2701099,18
SHREYANIND,2026-03,65.48,29570,45162,2
SHREYANIND,2026-04,68.52,150478,219612,23
SHREYANIND,2026-05,71.31,87343,122483,18
SHRIKRISH,2026-04,52.43,72114,137547,10
SHRIKRISH,2026-05,62.41,26703,42783,18
SHRINGARMS,2026-03,53.13,1138042,2142136,2
SHRINGARMS,2026-04,41.69,11285790,27071860,23
SHRINGARMS,2026-05,37.82,8664933,22912856,18
SHRIPISTON,2026-03,56.27,61212,108778,2
SHRIPISTON,2026-04,42.25,1086745,2572022,23
SHRIPISTON,2026-05,44.99,381272,847400,18
SHRIRAMFIN,2026-03,50.36,11028054,21898358,2
SHRIRAMFIN,2026-04,47.41,82672478,174360280,23
SHRIRAMFIN,2026-05,57.72,59600729,103265069,18
SHRIRAMPPS,2026-03,61.42,1486610,2420482,2
SHRIRAMPPS,2026-04,39.42,6479557,16438095,23
SHRIRAMPPS,2026-05,38.1,14214568,37307084,18
SHYAMCENT,2026-03,90.51,325068,359168,2
SHYAMCENT,2026-04,73.3,1932888,2636879,23
SHYAMCENT,2026-05,71.43,1778450,2489810,18
SHYAMMETL,2026-03,66.23,990130,1495006,2
SHYAMMETL,2026-04,43.64,5097595,11682242,23
SHYAMMETL,2026-05,43.1,6957821,16145003,18
SHYAMTEL,2026-03,64.44,3914,6074,2
SHYAMTEL,2026-04,53.13,722683,1360223,18
SICAGEN,2026-04,76.67,82876,108095,10
SICAGEN,2026-05,68.03,213376,313628,18
SIEMENS,2026-03,48.47,465544,960560,2
SIEMENS,2026-04,35.56,4316657,12140030,23
SIEMENS,2026-05,31.81,3105133,9761436,18
SIGACHI,2026-03,50.48,4587176,9086996,2
SIGACHI,2026-04,35.02,23859678,68133439,19
SIGIND,2026-03,88.92,69148,77768,2
SIGIND,2026-04,52.33,504100,963226,23
SIGIND,2026-05,66.18,126352,190917,18
SIGMA,2026-03,52.39,125988,240482,2
SIGMA,2026-04,46.21,987947,2137991,23
SIGMA,2026-05,50.12,823021,1641968,18
SIGMAADV,2026-04,62.12,3027808,4874317,11
SIGMAADV,2026-05,62.33,951245,1526079,3
SIGNATURE,2026-03,10.48,66874,638172,2
SIGNATURE,2026-04,14.15,1214567,8585059,23
SIGNATURE,2026-05,18.15,789261,4347640,18
SIGNPOST,2026-03,59.87,50232,83896,2
SIGNPOST,2026-04,55.64,545487,980427,23
SIGNPOST,2026-05,55.28,712516,1288920,18
SIKA,2026-04,52.97,90982,171759,10
SIKA,2026-05,49.19,257628,523705,18
SIKKO,2026-03,78.62,513372,652958,2
SIKKO,2026-04,66.93,6382164,9536025,23
SIKKO,2026-05,69.09,3917458,5669813,18
SIL,2026-03,79.43,65010,81848,2
SIL,2026-04,77.43,402882,520332,23
SIL,2026-05,72.19,311193,431057,18
SILGO,2026-03,16.33,52276,320090,2
SILGO,2026-04,30.28,2081981,6875725,23
SILGO,2026-05,46.01,6073759,13201008,18
SILINV,2026-03,70.42,7870,11176,2
SILINV,2026-04,74.06,45674,61670,23
SILINV,2026-05,69.89,37803,54086,18
SILLYMONKS,2026-03,67.45,4666,6918,2
SILLYMONKS,2026-04,81.51,370473,454497,23
SILLYMONKS,2026-05,82.0,167602,204383,18
SILVER,2026-03,33.58,2227778,6633964,2
SILVER,2026-04,28.29,12749340,45072019,23
SILVER,2026-05,34.96,12960609,37072636,18
SILVER1,2026-03,51.78,11029306,21298544,2
SILVER1,2026-04,57.2,110454648,193116868,23
SILVER1,2026-05,39.69,55672164,140254662,18
SILVER360,2026-03,35.15,110190,313446,2
SILVER360,2026-04,43.66,437802,1002775,23
SILVER360,2026-05,48.38,492561,1018020,18
SILVERADD,2026-03,42.06,807872,1920658,2
SILVERADD,2026-04,48.51,6226070,12835333,23
SILVERADD,2026-05,48.43,4518310,9328850,18
SILVERAG,2026-03,39.93,383372,960160,2
SILVERAG,2026-04,57.83,3906553,6755651,23
SILVERAG,2026-05,60.42,5640109,9335118,18
SILVERBEES,2026-03,32.21,36577392,113564426,2
SILVERBEES,2026-04,31.05,227529254,732855941,23
SILVERBEES,2026-05,34.54,229819811,665380593,18
SILVERBETA,2026-03,35.26,1229410,3486910,2
SILVERBETA,2026-04,35.74,4918415,13760745,23
SILVERBETA,2026-05,40.3,5377966,13343564,18
SILVERBND,2026-03,23.03,40498,175886,2
SILVERBND,2026-04,57.96,643564,1110349,23
SILVERBND,2026-05,58.49,503821,861343,18
SILVERCASE,2026-03,44.74,16309134,36451920,2
SILVERCASE,2026-04,32.0,90901904,284039532,23
SILVERCASE,2026-05,36.69,116503358,317501784,18
SILVERIETF,2026-03,41.55,5548892,13354458,2
SILVERIETF,2026-04,39.44,38022151,96393900,23
SILVERIETF,2026-05,44.72,42025579,93976752,18
SILVERTUC,2026-03,71.95,232390,322984,2
SILVERTUC,2026-04,46.36,3242099,6992608,23
SILVERTUC,2026-05,37.85,2857858,7550011,18
SIMPLEXINF,2026-03,68.79,575842,837148,2
SIMPLEXINF,2026-04,43.34,2420712,5584779,23
SIMPLEXINF,2026-05,58.01,1533609,2643641,18
SINCLAIR,2026-03,70.94,176218,248388,2
SINCLAIR,2026-04,56.29,331803,589489,23
SINCLAIR,2026-05,55.22,448240,811745,18
SINDHUTRAD,2026-03,45.42,874106,1924486,2
SINDHUTRAD,2026-04,69.62,28672708,41182149,23
SINDHUTRAD,2026-05,26.29,24613217,93629883,18
SINGERIND,2026-03,61.38,384808,626966,2
SINGERIND,2026-04,59.46,711060,1195786,23
SINGERIND,2026-05,60.76,344823,567534,18
SINTERCOM,2026-03,65.28,18776,28762,2
SINTERCOM,2026-04,91.84,1584144,1724856,23
SINTERCOM,2026-05,89.97,1175415,1306432,18
SIRCA,2026-03,54.51,209442,384230,2
SIRCA,2026-04,26.77,2085356,7788474,23
SIRCA,2026-05,35.51,4933354,13892769,18
SIS,2026-03,57.72,101068,175090,2
SIS,2026-04,60.18,609643,1013050,23
SIS,2026-05,25.49,1293046,5072058,18
SIYSIL,2026-03,50.25,127756,254248,2
SIYSIL,2026-04,48.05,700172,1457264,23
SIYSIL,2026-05,42.0,1337873,3185033,18
SJS,2026-03,49.99,218512,437126,2
SJS,2026-04,54.63,1526115,2793378,23
SJS,2026-05,56.34,1571508,2789253,18
SJVN,2026-03,48.03,7161168,14910286,2
SJVN,2026-04,36.46,55663094,152677331,23
SJVN,2026-05,33.08,24116841,72911210,18
SKFINDIA,2026-03,49.11,67856,138166,2
SKFINDIA,2026-04,53.73,320324,596213,23
SKFINDIA,2026-05,65.37,410929,628665,18
SKFINDUS,2026-03,48.19,17584,36490,2
SKFINDUS,2026-04,62.88,248926,395902,23
SKFINDUS,2026-05,63.31,242930,383696,18
SKIPPER,2026-03,50.84,573812,1128708,2
SKIPPER,2026-04,31.24,6189900,19812560,23
SKIPPER,2026-05,42.35,6326315,14938868,18
SKMEGGPROD,2026-03,47.46,163454,344384,2
SKMEGGPROD,2026-04,51.31,1163386,2267277,23
SKMEGGPROD,2026-05,21.28,4998406,23493861,18
SKYGOLD,2026-03,44.56,695084,1559940,2
SKYGOLD,2026-04,46.67,10449706,22388576,23
SKYGOLD,2026-05,37.07,11696748,31551517,18
SMALL250,2026-03,72.2,2312562,3202990,2
SMALL250,2026-04,67.9,16754309,24674018,23
SMALL250,2026-05,65.95,6276512,9517043,18
SMALLADD,2026-03,45.23,140536,310748,2
SMALLADD,2026-04,70.94,2320933,3271774,23
SMALLADD,2026-05,72.63,647857,892018,18
SMALLCAP,2026-03,70.73,6737714,9526326,2
SMALLCAP,2026-04,67.7,50509463,74611576,23
SMALLCAP,2026-05,63.88,27409760,42909436,18
SMARTLINK,2026-03,94.01,26590,28284,2
SMARTLINK,2026-04,61.5,110527,179713,23
SMARTLINK,2026-05,42.81,400151,934633,11
SMARTWORKS,2026-03,70.6,201778,285814,2
SMARTWORKS,2026-04,32.45,1233255,3800217,23
SMARTWORKS,2026-05,57.96,864017,1490709,18
SMCGLOBAL,2026-03,41.9,2104826,5023236,2
SMCGLOBAL,2026-04,50.29,5651383,11237538,23
SMCGLOBAL,2026-05,52.94,2626204,4960881,18
SML100CASE,2026-03,66.66,10995518,16494056,2
SML100CASE,2026-04,69.07,33666348,48743675,23
SML100CASE,2026-05,64.81,20073443,30971727,18
SMLMAH,2026-03,41.45,50266,121282,2
SMLMAH,2026-04,42.24,988441,2340311,23
SMLMAH,2026-05,44.18,474050,1073052,18
SMLT,2026-03,54.92,71420,130050,2
SMLT,2026-04,57.34,231257,403293,23
SMLT,2026-05,40.79,194684,477333,18
SMSPHARMA,2026-03,42.05,323318,768834,2
SMSPHARMA,2026-04,41.11,2889670,7029312,23
SMSPHARMA,2026-05,38.13,2635501,6911096,18
SNOWMAN,2026-03,59.31,766086,1291654,2
SNOWMAN,2026-04,38.15,2916292,7644987,23
SNOWMAN,2026-05,50.24,1690953,3366049,18
SNXT30BEES,2026-03,57.42,27498,47886,2
SNXT30BEES,2026-04,75.68,360521,476406,23
SNXT30BEES,2026-05,56.41,177251,314202,18
SNXT50BETA,2026-03,42.11,12902,30640,2
SNXT50BETA,2026-04,58.35,156356,267976,23
SNXT50BETA,2026-05,68.04,38781,56999,18
SOBHA,2026-03,35.73,77124,215868,2
SOBHA,2026-04,41.07,1826589,4447768,23
SOBHA,2026-05,23.44,977208,4168864,18
SOFTTECH,2026-03,70.45,1874,2660,2
SOFTTECH,2026-04,63.8,30378,47618,12
SOLARA,2026-03,49.45,106962,216298,2
SOLARA,2026-04,40.79,845086,2071940,23
SOLARA,2026-05,21.72,1525245,7022618,18
SOLARINDS,2026-03,34.43,145576,422772,2
